"","name","M","F","percent_female"
"36430","Ikeisha",0,69,1
"36431","Ikem",5,0,0
"36432","Ikemsinachi",5,0,0
"36433","Ikeni",17,0,0
"36434","Ikenna",627,0,0
"36435","Ikeny",7,0,0
"36436","Iker",14065,7,0.00049744172825469
"36437","Ikera",0,11,1
"36438","Ikeria",0,57,1
"36439","Ikesha",0,88,1
"36440","Ikeshia",0,49,1
"36441","Ikey",114,0,0
"36442","Ikeya",0,102,1
"36443","Ikeyia",0,10,1
"36444","Ikher",15,0,0
"36445","Ikhlaas",0,16,1
"36446","Ikhlas",0,192,1
"36447","Ikia",0,252,1
"36448","Ikie",35,0,0
"36449","Ikira",0,11,1
"36450","Ikisha",0,37,1
"36451","Iklas",0,6,1
"36452","Iknoor",0,5,1
"36453","Ikora",0,11,1
"36454","Ikponmwosa",5,0,0
"36455","Ikra",0,19,1
"36456","Ikraan",0,11,1
"36457","Ikram",23,290,0.926517571884984
"36458","Ikran",0,169,1
"36459","Iksha",0,17,1
"36460","Ikshan",5,0,0
"36461","Iktan",90,0,0
"36462","Ikuko",0,10,1
"36463","Ila",60,22648,0.997357759379954
"36464","Ilaan",5,0,0
"36465","Ilah",0,1440,1
"36466","Ilai",117,0,0
"36467","Ilaina",0,49,1
"36468","Ilaisaane",0,85,1
"36469","Ilam",5,0,0
"36470","Ilamae",0,127,1
"36471","Ilan",2456,53,0.0211239537664408
"36472","Ilana",0,5175,1
"36473","Ilanah",0,12,1
"36474","Ilani",0,342,1
"36475","Ilanie",0,15,1
"36476","Ilanna",0,80,1
"36477","Ilanny",0,5,1
"36478","Ilany",0,59,1
"36479","Ilar",0,30,1
"36480","Ilaria",0,497,1
"36481","Ilario",165,0,0
"36482","Ilay",102,0,0
"36483","Ilaya",0,16,1
"36484","Ilayah",0,32,1
"36485","Ilayda",0,110,1
"36486","Ilayna",0,30,1
"36487","Ilce",0,44,1
"36488","Ilcia",0,5,1
"36489","Ilda",0,1500,1
"36490","Ildefonso",388,0,0
"36491","Ildiko",0,55,1
"36492","Ilea",0,242,1
"36493","Ileah",0,280,1
"36494","Ilean",0,965,1
"36495","Ileana",0,5138,1
"36496","Ileane",0,230,1
"36497","Ileanna",0,314,1
"36498","Ilee",0,130,1
"36499","Ileen",0,2131,1
"36500","Ileena",0,16,1
"36501","Ileene",0,456,1
"36502","Ileia",0,11,1
"36503","Ileigh",0,94,1
"36504","Ilena",0,622,1
"36505","Ilene",0,17726,1
"36506","Ilenia",0,15,1
"36507","Ilenna",0,5,1
"36508","Ilenne",0,6,1
"36509","Iler",0,55,1
"36510","Ilerioluwa",7,6,0.461538461538462
"36511","Ilesha",0,17,1
"36512","Ilet",0,5,1
"36513","Ileta",0,261,1
"36514","Iletta",0,5,1
"36515","Ilette",0,6,1
"36516","Iley",108,134,0.553719008264463
"36517","Ileyah",0,21,1
"36518","Ilga",0,6,1
"36519","Ilhaan",0,17,1
"36520","Ilham",5,190,0.974358974358974
"36521","Ilhan",105,338,0.762979683972912
"36522","Ilhana",0,5,1
"36523","Ilia",139,713,0.836854460093897
"36524","Iliah",0,27,1
"36525","Ilian",155,45,0.225
"36526","Iliana",0,11395,1
"36527","Ilianah",0,17,1
"36528","Iliani",0,72,1
"36529","Ilianie",0,5,1
"36530","Ilianis",0,17,1
"36531","Ilianna",0,975,1
"36532","Ilianne",0,5,1
"36533","Ilianny",0,10,1
"36534","Iliany",0,101,1
"36535","Ilias",756,0,0
"36536","Ilicia",0,40,1
"36537","Ilie",5,0,0
"36538","Ilihia",0,5,1
"36539","Ilija",127,0,0
"36540","Ilijah",470,0,0
"36541","Ilima",0,30,1
"36542","Ilina",0,140,1
"36543","Ilinca",0,28,1
"36544","Iline",0,190,1
"36545","Ilir",148,0,0
"36546","Ilirian",5,0,0
"36547","Ilirida",0,5,1
"36548","Ilisa",0,175,1
"36549","Ilise",0,49,1
"36550","Ilish",0,9,1
"36551","Ilisha",0,104,1
"36552","Ilissa",0,249,1
"36553","Ilithia",0,5,1
"36554","Ilithya",0,7,1
"36555","Ilithyia",0,79,1
"36556","Ilitia",0,11,1
"36557","Iliya",147,28,0.16
"36558","Iliyaas",5,0,0
"36559","Iliyah",0,298,1
"36560","Iliyan",29,0,0
"36561","Iliyana",0,99,1
"36562","Iliyas",6,0,0
"36563","Iliza",0,126,1
"36564","Ilka",0,248,1
"36565","Illa",0,1722,1
"36566","Illah",0,5,1
"36567","Illana",0,162,1
"36568","Illari",0,5,1
"36569","Illeana",0,363,1
"36570","Illeanna",0,22,1
"36571","Illene",0,368,1
"36572","Illia",0,5,1
"36573","Illiam",42,0,0
"36574","Illiana",0,1638,1
"36575","Illianna",0,361,1
"36576","Illias",106,0,0
"36577","Illidan",16,0,0
"36578","Illijah",11,0,0
"36579","Illinois",5,11,0.6875
"36580","Illissa",0,5,1
"36581","Illiyana",0,7,1
"36582","Illona",0,251,1
"36583","Illya",355,31,0.0803108808290155
"36584","Illyana",0,549,1
"36585","Illyanna",0,193,1
"36586","Illyas",5,0,0
"36587","Illyria",0,104,1
"36588","Illyssa",0,20,1
"36589","Illythia",0,5,1
"36590","Ilma",0,373,1
"36591","Ilmi",0,5,1
"36592","Ilo",31,699,0.957534246575342
"36593","Ilomae",0,5,1
"36594","Ilomay",0,17,1
"36595","Ilona",0,3183,1
"36596","Ilora",0,6,1
"36597","Ilori",0,5,1
"36598","Ilsa",0,827,1
"36599","Ilse",0,2178,1
"36600","Ilsi",0,5,1
"36601","Ilsy",0,15,1
"36602","Ilva",0,57,1
"36603","Ilwad",0,31,1
"36604","Ily",0,678,1
"36605","Ilya",763,135,0.150334075723831
"36606","Ilyaas",103,0,0
"36607","Ilyan",43,0,0
"36608","Ilyana",0,1031,1
"36609","Ilyane",5,0,0
"36610","Ilyanna",0,332,1
"36611","Ilyas",1348,0,0
"36612","Ilyass",21,0,0
"36613","Ilyes",5,0,0
"36614","Ilyjah",17,0,0
"36615","Ilyn",0,61,1
"36616","Ilyne",0,6,1
"36617","Ilynn",0,79,1
"36618","Ilysa",0,18,1
"36619","Ilyse",0,372,1
"36620","Ilyssa",0,773,1
"36621","Ilythia",0,5,1
"36622","Ilyza",0,5,1
"36623","Ilze",0,68,1
"36624","Ima",0,6793,1
"36625","Imaad",199,0,0
"36626","Imaan",64,616,0.905882352941176
"36627","Imaani",0,10,1
"36628","Imad",490,0,0
"36629","Imagean",0,31,1
"36630","Imagen",0,33,1
"36631","Imagene",0,547,1
"36632","Imagin",0,50,1
"36633","Imagine",0,129,1
"36634","Imahni",0,38,1
"36635","Imajae",0,6,1
"36636","Imajean",0,160,1
"36637","Imajen",0,5,1
"36638","Imal",0,5,1
"36639","Imala",0,23,1
"36640","Imalai",0,5,1
"36641","Imalay",0,41,1
"36642","Imam",24,0,0
"36643","Imamu",5,0,0
"36644","Iman",1038,4558,0.814510364546104
"36645","Imana",0,32,1
"36646","Imane",0,243,1
"36647","Imanee",0,47,1
"36648","Imani",1117,24265,0.955992435584272
"36649","Imanie",0,169,1
"36650","Imanii",0,97,1
"36651","Imanni",0,93,1
"36652","Imanol",1192,0,0
"36653","Imanuel",293,0,0
"36654","Imany",0,11,1
"36655","Imar",16,16,0.5
"36656","Imara",0,462,1
"36657","Imarah",0,7,1
"36658","Imari",875,2230,0.718196457326892
"36659","Imaria",0,26,1
"36660","Imarion",44,0,0
"36661","Imauri",5,0,0
"36662","Imaya",0,140,1
"36663","Imberly",0,74,1
"36664","Imee",0,8,1
"36665","Imela",0,13,1
"36666","Imelda",0,7255,1
"36667","Imelia",0,5,1
"36668","Imena",0,15,1
"36669","Imer",227,0,0
"36670","Imere",24,0,0
"36671","Imery",0,6,1
"36672","Imesha",0,10,1
"36673","Imhotep",38,0,0
"36674","Imia",0,5,1
"36675","Imina",0,6,1
"36676","Imir",139,0,0
"36677","Imira",0,10,1
"36678","Imisioluwa",6,17,0.739130434782609
"36679","Imiya",0,6,1
"36680","Imiyah",0,10,1
"36681","Immacolata",0,12,1
"36682","Immaculata",0,18,1
"36683","Immaculate",0,68,1
"36684","Immaculee",0,6,1
"36685","Immani",0,18,1
"36686","Immanol",14,0,0
"36687","Immanuel",5121,0,0
"36688","Immer",11,0,0
"36689","Immogene",0,5,1
"36690","Imo",5,903,0.994493392070485
"36691","Imogean",0,313,1
"36692","Imogen",0,2019,1
"36693","Imogene",55,27502,0.998004136879922
"36694","Imogin",0,5,1
"36695","Imogine",0,61,1
"36696","Imojean",0,435,1
"36697","Imojene",0,6,1
"36698","Imon",45,16,0.262295081967213
"36699","Imona",0,63,1
"36700","Imoni",0,498,1
"36701","Imonie",0,95,1
"36702","Imothy",15,0,0
"36703","Imperia",0,13,1
"36704","Impi",0,40,1
"36705","Imraan",202,0,0
"36706","Imran",3209,0,0
"36707","Imrane",24,0,0
"36708","Imre",138,0,0
"36709","Imri",70,24,0.25531914893617
"36710","Imrie",0,28,1
"36711","Imron",63,0,0
"36712","Imronbek",21,0,0
"36713","Imtiaz",30,0,0
"36714","Imunique",0,268,1
"36715","Imya",0,66,1
"36716","Imyah",0,5,1
"36717","In",5,21,0.807692307692308
"36718","Ina",65,33770,0.998078912368849
"36719","Inaara",0,67,1
"36720","Inaaya",0,1123,1
"36721","Inaayah",0,46,1
"36722","Inabelle",0,48,1
"36723","Inacio",17,0,0
"36724","Inah",0,11,1
"36725","Inaki",209,0,0
"36726","Inaky",29,0,0
"36727","Inamae",0,35,1
"36728","Inanna",0,90,1
"36729","Inara",0,1560,1
"36730","Inarah",0,20,1
"36731","Inari",5,327,0.984939759036145
"36732","Inas",0,238,1
"36733","Inasia",0,27,1
"36734","Inass",0,5,1
"36735","Inaya",0,1675,1
"36736","Inayah",0,634,1
"36737","Inayat",0,34,1
"36738","Inbal",0,16,1
"36739","Inbar",0,20,1
"36740","Inchara",0,5,1
"36741","Inci",0,20,1
"36742","Inda",0,506,1
"36743","Indalecio",136,0,0
"36744","Indasha",0,5,1
"36745","Indasia",0,8,1
"36746","Indea",0,77,1
"36747","Indee",0,56,1
"36748","Independence",0,16,1
"36749","Inderjit",22,0,0
"36750","Inderpreet",7,0,0
"36751","Indeya",0,44,1
"36752","Indhira",0,5,1
"36753","Indi",26,398,0.938679245283019
"36754","India",27,22709,0.99881245601689
"36755","Indiah",0,198,1
"36756","Indian",0,5,1
"36757","Indiana",1018,1502,0.596031746031746
"36758","Indianna",0,53,1
"36759","Indica",0,477,1
"36760","Indie",135,1622,0.923164484917473
"36761","Indigo",628,2325,0.787334913647138
"36762","Indika",0,40,1
"36763","Indio",127,0,0
"36764","Indira",0,2226,1
"36765","Indiya",0,318,1
"36766","Indiyah",0,164,1
"36767","Indonesia",0,83,1
"36768","Indra",56,721,0.927927927927928
"36769","Indrani",0,16,1
"36770","Indria",0,50,1
"36771","Indsay",0,6,1
"36772","Indu",0,15,1
"36773","Indy",460,701,0.603789836347976
"36774","Indya",0,1508,1
"36775","Indyah",0,103,1
"36776","Indyia",0,60,1
"36777","Ineda",0,5,1
"36778","Ineisha",0,16,1
"36779","Ineka",0,13,1
"36780","Ineke",0,25,1
"36781","Inelda",0,5,1
"36782","Inell",0,2147,1
"36783","Inella",0,63,1
"36784","Inelle",0,5,1
"36785","Ines",399,5852,0.936170212765957
"36786","Inesa",0,5,1
"36787","Inese",0,16,1
"36788","Inesh",54,0,0
"36789","Inesha",0,112,1
"36790","Ineshia",0,31,1
"36791","Iness",0,107,1
"36792","Inessa",0,525,1
"36793","Ineta",0,130,1
"36794","Inetha",0,100,1
"36795","Inett",0,5,1
"36796","Inetta",0,370,1
"36797","Inette",0,69,1
"36798","Ineva",0,11,1
"36799","Iney",0,5,1
"36800","Inez",950,67582,0.986137862604331
"36801","Ineza",0,30,1
"36802","Ineze",0,169,1
"36803","Infant",4127,3790,0.478716685613237
"36804","Infantboy",31,0,0
"36805","Infantfemale",0,5,1
"36806","Infantgirl",0,22,1
"36807","Infantmale",5,0,0
"36808","Infantof",57,67,0.540322580645161
"36809","Infboy",5,0,0
"36810","Infinite",44,0,0
"36811","Infiniti",0,388,1
"36812","Infinity",5,791,0.993718592964824
"36813","Inga",0,4032,1
"36814","Ingar",0,7,1
"36815","Inge",0,712,1
"36816","Ingeborg",0,793,1
"36817","Ingemar",21,0,0
"36818","Inger",0,1364,1
"36819","Ingmar",6,0,0
"36820","Ingo",46,0,0
"36821","Ingolf",17,0,0
"36822","Ingra",0,71,1
"36823","Ingram",390,13,0.032258064516129
"36824","Ingred",0,18,1
"36825","Ingri",0,128,1
"36826","Ingrid",17,26351,0.999355279126214
"36827","Ingrida",0,10,1
"36828","Ingris",0,240,1
"36829","Ingrit",0,6,1
"36830","Ingry",0,25,1
"36831","Ingvald",74,0,0
"36832","Inia",0,13,1
"36833","Inice",0,144,1
"36834","Inigo",115,0,0
"36835","Inika",0,78,1
"36836","Iniki",7,45,0.865384615384615
"36837","Inikki",0,5,1
"36838","Iniko",70,0,0
"36839","Inioluwa",87,149,0.63135593220339
"36840","Inis",0,691,1
"36841","Inisha",0,42,1
"36842","Inita",0,199,1
"36843","Iniya",0,343,1
"36844","Iniyah",0,60,1
"36845","Iniyan",65,0,0
"36846","Inman",281,0,0
"36847","Inmar",42,0,0
"36848","Inmer",84,0,0
"36849","Inna",0,475,1
"36850","Innaya",0,6,1
"36851","Innessa",0,6,1
"36852","Innie",0,5,1
"36853","Innila",0,5,1
"36854","Innis",38,5,0.116279069767442
"36855","Innocence",0,101,1
"36856","Innocent",39,5,0.113636363636364
"36857","Inocencia",0,174,1
"36858","Inocencio",465,0,0
"36859","Inocente",65,0,0
"36860","Inoke",35,0,0
"36861","Inola",0,125,1
"36862","Inona",0,10,1
"36863","Inori",0,28,1
"36864","Inri",97,0,0
"36865","Insha",0,51,1
"36866","Inshirah",0,12,1
"36867","Insiya",0,86,1
"36868","Insiyah",0,44,1
"36869","Insley",0,13,1
"36870","Inta",0,18,1
"36871","Integrity",0,10,1
"36872","Inti",35,0,0
"36873","Intisaar",0,5,1
"36874","Intisar",0,91,1
"36875","Inus",0,26,1
"36876","Inya",0,5,1
"36877","Inza",0,230,1
"36878","Io",13,131,0.909722222222222
"36879","Ioan",98,5,0.0485436893203883
"36880","Ioana",0,68,1
"36881","Ioane",102,0,0
"36882","Ioanna",0,514,1
"36883","Ioannis",1222,0,0
"36884","Iokepa",77,0,0
"36885","Iokua",5,0,0
"36886","Iola",0,9604,1
"36887","Iolana",0,52,1
"36888","Iolanda",0,63,1
"36889","Iolani",0,83,1
"36890","Iole",0,18,1
"36891","Iolene",0,50,1
"36892","Iolia",0,5,1
"36893","Ioma",0,222,1
"36894","Ion",248,0,0
"36895","Iona",5,11872,0.999579018270607
"36896","Ione",0,9926,1
"36897","Ioni",0,5,1
"36898","Ionia",0,287,1
"36899","Ionna",0,247,1
"36900","Iori",84,0,0
"36901","Iory",5,0,0
"36902","Iosefa",72,0,0
"36903","Ioseph",5,0,0
"36904","Iosif",16,0,0
"36905","Iosua",12,0,0
"36906","Iota",0,6,1
"36907","Iovanna",0,5,1
"36908","Iowa",0,79,1
"36909","Ipek",0,60,1
"36910","Ipolito",5,0,0
"36911","Ipsa",0,5,1
"36912","Iqbal",35,0,0
"36913","Iqlas",0,42,1
"36914","Iqra",0,1145,1
"36915","Iquan",25,0,0
"36916","Ira",53723,6070,0.101516899971569
"36917","Iraa",0,5,1
"36918","Iracema",0,61,1
"36919","Irael",5,0,0
"36920","Irah",33,20,0.377358490566038
"36921","Iraida",0,525,1
"36922","Iraima",0,30,1
"36923","Irais",0,586,1
"36924","Iraiz",0,16,1
"36925","Iraj",5,16,0.761904761904762
"36926","Iralene",0,5,1
"36927","Iralyn",0,11,1
"36928","Iralynn",0,10,1
"36929","Iram",766,102,0.117511520737327
"36930","Iran",1300,416,0.242424242424242
"36931","Irandy",0,5,1
"36932","Irani",0,12,1
"36933","Irania",0,208,1
"36934","Irany",0,26,1
"36935","Iranzi",5,0,0
"36936","Iras",0,6,1
"36937","Irasema",0,949,1
"36938","Iratze",0,34,1
"36939","Irayda",0,6,1
"36940","Irazema",0,16,1
"36941","Irbin",116,0,0
"36942","Irby",1104,26,0.0230088495575221
"36943","Ire",54,0,0
"36944","Ireal",0,5,1
"36945","Irean",0,485,1
"36946","Ireana",0,53,1
"36947","Ireanna",0,92,1
"36948","Ireatha",0,15,1
"36949","Iredell",6,0,0
"36950","Iree",0,57,1
"36951","Ireen",0,17,1
"36952","Ireene",0,97,1
"36953","Ireion",0,6,1
"36954","Ireka",0,7,1
"36955","Irelan",0,35,1
"36956","Ireland",198,5566,0.965648854961832
"36957","Irelia",0,21,1
"36958","Irely",0,7,1
"36959","Irelyn",0,1284,1
"36960","Irelynd",0,188,1
"36961","Irelynn",0,1341,1
"36962","Irelynne",0,33,1
"36963","Irem",0,84,1
"36964","Iremide",66,57,0.463414634146341
"36965","Iren",78,5,0.0602409638554217
"36966","Irena",0,2024,1
"36967","Irene",1344,352691,0.996203765164461
"36968","Ireneo",21,0,0
"36969","Ireoluwa",87,122,0.583732057416268
"36970","Ireon",5,15,0.75
"36971","Ireona",0,10,1
"36972","Ireonna",0,10,1
"36973","Ireri",0,43,1
"36974","Iresha",0,53,1
"36975","Ireta",0,448,1
"36976","Iretha",0,359,1
"36977","Iretomiwa",15,5,0.25
"36978","Iretta",0,279,1
"36979","Irey",6,0,0
"36980","Ireyanna",0,6,1
"36981","Irfaan",19,0,0
"36982","Irfan",569,0,0
"36983","Irha",0,71,1
"36984","Irhaa",0,36,1
"36985","Iri",0,5,1
"36986","Iria",10,69,0.873417721518987
"36987","Irian",0,15,1
"36988","Iriana",0,549,1
"36989","Irianna",0,199,1
"36990","Iric",21,0,0
"36991","Iridessa",0,121,1
"36992","Iridian",7,581,0.988095238095238
"36993","Iridiana",0,154,1
"36994","Irie",473,1945,0.804383788254756
"36995","Irieana",0,11,1
"36996","Iriee",0,5,1
"36997","Iriel",0,86,1
"36998","Irielle",0,49,1
"36999","Irihanna",0,33,1
"37000","Irin",5,5,0.5
"37001","Irina",0,1715,1
"37002","Irine",0,1522,1
"37003","Irineo",339,0,0
"37004","Irini",0,64,1
"37005","Iris",672,83980,0.992061616973019
"37006","Irisa",0,172,1
"37007","Irish",131,1417,0.915374677002584
"37008","Irisha",0,80,1
"37009","Irissa",0,54,1
"37010","Iristine",0,11,1
"37011","Irit",0,5,1
"37012","Irita",0,25,1
"37013","Iriyana",0,5,1
"37014","Iriz",0,11,1
"37015","Irja",0,156,1
"37016","Irl",554,0,0
"37017","Irlan",12,0,0
"37018","Irland",6,0,0
"37019","Irlanda",0,667,1
"37020","Irlene",0,114,1
"37021","Irline",0,5,1
"37022","Irma",252,73379,0.996577528486643
"37023","Irmagene",0,12,1
"37024","Irmak",0,6,1
"37025","Irmalee",0,62,1
"37026","Irmalinda",0,48,1
"37027","Irmani",0,7,1
"37028","Irmgard",0,469,1
"37029","Irmias",7,0,0
"37030","Irmina",0,5,1
"37031","Irmuun",5,0,0
"37032","Irna",0,25,1
"37033","Iroh",76,0,0
"37034","Iroha",0,11,1
"37035","Iron",23,0,0
"37036","Irona",0,21,1
"37037","Ironesha",0,24,1
"37038","Irsa",0,27,1
"37039","Irshad",5,0,0
"37040","Irtaza",12,0,0
"37041","Irulan",0,45,1
"37042","Irv",14,0,0
"37043","Irva",0,229,1
"37044","Irvan",264,0,0
"37045","Irven",1086,0,0
"37046","Irvin",39427,75,0.00189863804364336
"37047","Irvina",0,6,1
"37048","Irvine",899,5,0.00553097345132743
"37049","Irving",43782,85,0.00193767524562883
"37050","Irvyn",17,0,0
"37051","Irwin",15862,12,0.000755953130905884
"37052","Irwing",12,0,0
"37053","Iry",15,7,0.318181818181818
"37054","Irya",0,5,1
"37055","Iryana",0,17,1
"37056","Iryanna",0,16,1
"37057","Iryna",0,18,1
"37058","Irys",0,120,1
"37059","Iryss",0,10,1
"37060","Isa",2079,2856,0.578723404255319
"37061","Isaabella",0,5,1
"37062","Isaac",291195,750,0.00256897703334532
"37063","Isaack",131,0,0
"37064","Isaah",409,0,0
"37065","Isaak",3896,0,0
"37066","Isaam",11,0,0
"37067","Isaaq",12,0,0
"37068","Isabeau",0,420,1
"37069","Isabel",1822,121198,0.985189400097545
"37070","Isabela",0,10187,1
"37071","Isabelah",0,13,1
"37072","Isabele",0,174,1
"37073","Isabeli",0,5,1
"37074","Isabelita",0,24,1
"37075","Isabell",5,14655,0.999658935879945
"37076","Isabella",399,303653,0.998687724468183
"37077","Isabellagrace",0,55,1
"37078","Isabellah",0,325,1
"37079","Isabellamarie",0,161,1
"37080","Isabellarose",0,147,1
"37081","Isabellasophia",0,5,1
"37082","Isabelle",20,95536,0.999790698647913
"37083","Isabellemarie",0,5,1
"37084","Isabellia",0,10,1
"37085","Isabelly",0,88,1
"37086","Isabelo",16,0,0
"37087","Isabeth",0,5,1
"37088","Isabeya",0,5,1
"37089","Isable",0,5,1
"37090","Isac",3045,0,0
"37091","Isacc",1858,0,0
"37092","Isack",179,0,0
"37093","Isador",177,0,0
"37094","Isadora",0,3690,1
"37095","Isadore",5630,174,0.0299793246037216
"37096","Isael",2031,0,0
"37097","Isagani",6,0,0
"37098","Isah",36,5,0.121951219512195
"37099","Isaha",53,0,0
"37100","Isahbella",0,5,1
"37101","Isahi",158,0,0
"37102","Isahia",122,0,0
"37103","Isahiah",5,0,0
"37104","Isahias",16,0,0
"37105","Isai",6259,27,0.00429525930639516
"37106","Isaia",416,0,0
"37107","Isaiah",220682,635,0.00286918763583457
"37108","Isaiaha",13,0,0
"37109","Isaiahmichael",5,0,0
"37110","Isaiahs",150,0,0
"37111","Isaian",10,0,0
"37112","Isaias",14559,0,0
"37113","Isaic",193,0,0
"37114","Isaid",123,0,0
"37115","Isaih",1458,0,0
"37116","Isaiha",633,0,0
"37117","Isaihas",6,0,0
"37118","Isain",11,0,0
"37119","Isair",66,0,0
"37120","Isaira",0,11,1
"37121","Isairis",0,5,1
"37122","Isais",186,0,0
"37123","Isaish",86,0,0
"37124","Isaiyah",119,0,0
"37125","Isajah",5,0,0
"37126","Isak",953,0,0
"37127","Isal",0,7,1
"37128","Isalei",0,5,1
"37129","Isalena",0,5,1
"37130","Isalia",0,5,1
"37131","Isaly",0,151,1
"37132","Isam",272,0,0
"37133","Isamar",91,2211,0.960469157254561
"37134","Isamara",0,28,1
"37135","Isamari",0,27,1
"37136","Isamarie",0,16,1
"37137","Isamary",0,34,1
"37138","Isamel",6,0,0
"37139","Isami",136,0,0
"37140","Isamu",556,0,0
"37141","Isan",25,0,0
"37142","Isana",0,29,1
"37143","Isander",8,0,0
"37144","Isandro",45,0,0
"37145","Isao",246,0,0
"37146","Isaque",5,0,0
"37147","Isara",0,13,1
"37148","Isarael",5,0,0
"37149","Isarel",15,0,0
"37150","Isarely",0,6,1
"37151","Isata",0,46,1
"37152","Isatou",0,289,1
"37153","Isatu",0,166,1
"37154","Isau",15,0,0
"37155","Isaul",152,0,0
"37156","Isaura",0,1447,1
"37157","Isauro",345,0,0
"37158","Isavel",0,48,1
"37159","Isavela",0,11,1
"37160","Isavella",0,19,1
"37161","Isay",84,0,0
"37162","Isaya",53,0,0
"37163","Isayah",708,0,0
"37164","Isayana",0,5,1
"37165","Isayiah",6,0,0
"37166","Isbel",0,16,1
"37167","Isbell",0,15,1
"37168","Isbella",0,140,1
"37169","Isco",23,0,0
"37170","Iseah",148,0,0
"37171","Isebell",0,5,1
"37172","Isebella",0,92,1
"37173","Isel",0,258,1
"37174","Isela",0,5324,1
"37175","Iselda",0,16,1
"37176","Iselin",0,17,1
"37177","Iselis",0,22,1
"37178","Isella",0,219,1
"37179","Iselle",0,34,1
"37180","Iselys",0,5,1
"37181","Isen",35,0,0
"37182","Isenia",0,18,1
"37183","Iseral",5,0,0
"37184","Ises",0,5,1
"37185","Iseult",0,5,1
"37186","Ish",6,0,0
"37187","Isha",0,4144,1
"37188","Ishaal",0,6,1
"37189","Ishaan",3878,0,0
"37190","Ishaana",0,8,1
"37191","Ishaani",0,38,1
"37192","Ishaanvi",0,29,1
"37193","Ishaaq",105,0,0
"37194","Ishah",0,10,1
"37195","Ishak",46,0,0
"37196","Isham",609,0,0
"37197","Ishamel",22,0,0
"37198","Ishan",2261,0,0
"37199","Ishana",0,332,1
"37200","Ishanae",0,6,1
"37201","Ishani",0,917,1
"37202","Ishank",8,0,0
"37203","Ishant",30,0,0
"37204","Ishanth",32,0,0
"37205","Ishanti",0,12,1
"37206","Ishanvi",0,354,1
"37207","Ishaq",485,0,0
"37208","Ishar",6,0,0
"37209","Ishara",0,60,1
"37210","Ishaun",5,0,0
"37211","Ishawn",33,0,0
"37212","Ishay",7,0,0
"37213","Ishayu",6,0,0
"37214","Ishbel",0,5,1
"37215","Ishea",0,26,1
"37216","Ishi",7,98,0.933333333333333
"37217","Ishia",0,147,1
"37218","Ishiah",6,0,0
"37219","Ishika",0,795,1
"37220","Ishir",10,0,0
"37221","Ishita",0,531,1
"37222","Ishitha",0,70,1
"37223","Ishmael",6042,0,0
"37224","Ishmail",208,0,0
"37225","Ishmam",5,0,0
"37226","Ishman",11,0,0
"37227","Ishmeal",301,0,0
"37228","Ishmeet",5,10,0.666666666666667
"37229","Ishmel",291,0,0
"37230","Ishmil",19,0,0
"37231","Ishna",0,6,1
"37232","Ishraq",25,0,0
"37233","Ishrat",0,57,1
"37234","Ishta",0,5,1
"37235","Ishwaq",0,10,1
"37236","Ishwari",0,7,1
"37237","Ishya",0,32,1
"37238","Isia",5,39,0.886363636363636
"37239","Isiaah",60,0,0
"37240","Isiac",195,0,0
"37241","Isiah",23888,11,0.000460270304196828
"37242","Isiaha",352,0,0
"37243","Isiaih",187,0,0
"37244","Isias",20,0,0
"37245","Isiash",6,0,0
"37246","Isibeal",0,14,1
"37247","Isibella",0,6,1
"37248","Isidor",389,0,0
"37249","Isidora",0,499,1
"37250","Isidore",3264,0,0
"37251","Isidoro",1271,0,0
"37252","Isidra",0,607,1
"37253","Isidro",7701,0,0
"37254","Isileli",43,0,0
"37255","Isioma",0,36,1
"37256","Isis",12,11065,0.998916674189763
"37257","Isiss",0,39,1
"37258","Iskandar",10,0,0
"37259","Iskander",61,0,0
"37260","Iskender",17,0,0
"37261","Iskra",0,12,1
"37262","Isla",0,26030,1
"37263","Islah",5,256,0.980842911877395
"37264","Islam",553,128,0.187958883994126
"37265","Islamae",0,10,1
"37266","Island",19,337,0.946629213483146
"37267","Islarose",0,30,1
"37268","Islay",0,166,1
"37269","Islee",0,39,1
"37270","Isleigh",0,17,1
"37271","Isley",219,794,0.783810463968411
"37272","Islie",0,5,1
"37273","Islom",5,0,0
"37274","Islombek",5,0,0
"37275","Islynn",0,15,1
"37276","Isma",0,85,1
"37277","Ismaaeel",5,0,0
"37278","Ismaeel",308,0,0
"37279","Ismael",37020,73,0.0019680263122422
"37280","Ismaela",0,5,1
"37281","Ismah",0,11,1
"37282","Ismahan",0,126,1
"37283","Ismail",3149,0,0
"37284","Ismaila",49,0,0
"37285","Ismar",93,11,0.105769230769231
"37286","Ismari",0,48,1
"37287","Ismary",0,15,1
"37288","Ismat",0,5,1
"37289","Ismay",0,52,1
"37290","Ismeal",85,0,0
"37291","Ismel",11,0,0
